SKU,Stock_Level,Quantity,Equal
FOD3-119-83,0,0,True
BC-35871,0,5,False
KZ-102,3,17,False
7350049400051,3,11,False
UB4009,0,0,True
UB687,0,0,True
UB637,0,1,False
BC-23132,0,1,False
HPHC8,0,0,True
NEG1646L,1,0,False
TOC-TAL-79410,14,1,False
8033854861055,0,6,False
E00259,5,0,False
FW012-T1098-0521/M,0,1,False
GT021-02113-034V/L,0,0,True
C86003,0,0,True
7232740479,0,0,True
UB836,0,0,True
UB882,0,1,False
T3XL270NS,18,1,False
S118H102,0,0,True
8033854361784,0,0,True
TRG42DTSPRB300WMMB,0,1,False
SKFFII17HMRNSMT,0,3,False
STG31449,0,0,True
T3XVSSLH223NS/8MT/20,0,0,True
TOC-CSR980-28295,0,0,True
BC44-3041-0741/2XL,0,1,False
BC-34208,0,0,True
000381103413,3,0,False
BM420081,10,0,False
NEG1609PL,0,5,False
S1181103,2,1,False
S5AR0244,0,2,False
BENM2SY21,0,3,False
C61185,0,1,False
C61598,0,0,True
C61914,1,2,False
UD5A0717,1,0,False
730412000755,7,0,False
000381102676,939,0,False
8033854213793,0,1,False
037084303741,15,2,False
UB446,0,0,True
BX626061,19,0,False
KZ-DA-201-10-L-B,0,2,False
SKA7S3006NS,0,2,False
UB603,0,8,False
T3XLAMSS243NS,4,1,False
000381000774,0,1,False
XATACCOMBO/4.5,0,2,False
C52346,0,0,True
BC-40051,0,5,False
SKQUADR17MACH2NS,0,2,False
STN4405,0,3,False
BM410327,6,2,False
T3XV223NSST,0,0,True
840229100484,1,2,False
C58674,0,1,False
692SK28.75OCHP,0,1,False
E00334,0,2,False
GU8V-2295-0715/L,3,1,False
BC-41162,0,3,False
SKA7RG308NSMT,0,1,False
UB452,0,1,False
UB236,0,1,False
T3XCASS270NS,0,3,False
T3XV222NS,0,2,False
T3XV223NS,0,1,False
C53691,0,0,True
190019042358,17,6,False
690SPIII30OCHP,2,0,False
UB112,0,1,False
STN7155,0,3,False
T3XHSFLH243NS,1,1,True
SO6EELL28M/FINLET,0,1,False
A400UNICO28OCHP,0,3,False
BC-34605,0,1,False
BM410294,9,2,False
UB923,0,1,False
UB158,0,2,False
UB4100,0,0,True
ST954,0,2,False
UB287,0,4,False
T3XCASS22250NS,0,6,False
000381205889,18,7,False
C85899,0,6,False
UB421,3,2,False
PICO380,0,2,False
UB911,0,4,False
VBSR621,0,6,False
SW45-70-AF,0,6,False
BC-34825,0,0,True
OE-CHY-33S,6,1,False
TRG22DTSPRB308-FS,0,2,False
P2401000,0,0,True
S5AR0385,0,2,False
VBSR609,0,1,False
UB335,0,0,True
T3XLC6.5CMNS,0,0,True
BC48-5015-857/XL,0,1,False
BC-34560,0,1,False
UB524,0,0,True
T3XHSF270WSMNS,0,0,True
GT031-02113-0545/3XL,0,0,True
T3XVSS22250NS,0,0,True
T3XT308NS/24,0,10,False
730412000977,9,0,False
AP-12328,0,0,True
A400ACTION30OCHP,0,0,True
C62051,2,0,False
6438053048924,217,0,False
HSBIPODSWIVEL/L,0,0,True
UB293,0,0,True
T3XL308WS,0,0,True
T3XLAMSS223NS/8,3,0,False
AP-200273,0,0,True
BX626050,21,0,False
SW308-165-AF,0,1,False
T3XHSF260NSST,0,1,False
92FSFUSIONBLK-10RD,0,0,True
C61466,3,0,False
GUX9-2092-076C/S,5,0,False
CU55-2295-0715/S,5,0,False
BC-34808,0,3,False
7350049400143,12,2,False
7232740278,0,0,True
7350004381272,0,0,True
T3XVLH300WMNSST,0,0,True
GT041-2113-059S/3XL,0,0,True
BC-36325,0,0,True
TRGM10338LM/27MB,0,0,True
T3XHFLH243NS,1,0,False
T3XLAMSS7MMRMNS,0,0,True
A400LIGHT30OCHPKO,0,0,True
SL34-20-85,0,0,True
GL53-0352-0999/M,0,1,False
TS082-07238-079K/L,0,1,False
UB031,0,2,False
UB3052,0,0,True
UB504,0,0,True
UB1302,0,0,True
T3XHS300WMNS,1,0,False
730412000533,12,0,False
8033854504679,0,0,True
UB516,0,0,True
UB2500,0,0,True
T3XL3006WS,0,9,False
STNM2006,0,0,True
STG33201,61,3,False
GUX10-3041-0741/XL,8,2,False
FRALS30MC,0,1,False
MATSPOCT12V,0,0,True
T3XSLSS223NS/8,0,0,True
T3XFOR270WS,0,0,True
T3XTACA16.5CM,53,0,False
T3XLSSLH6.5CMNSST,0,0,True
C58623,0,0,True
E00260,3,3,True
730412000649,9,12,False
SKQUAD22LRNSMTST,0,0,True
STN8021,0,0,True
UB858N04G16,0,0,True
C85891,0,0,True
BM410332,0,0,True
BM420187,0,1,False
KZ-202-10-M-B,0,0,True
RA6502-5106-115,0,0,True
UB598,0,0,True
UB847,0,0,True
UB841,0,1,False
UB8051,0,0,True
T3XHS243NS,18,2,False
AP-12246-ACC,0,2,False
STG31042,0,0,True
TRG22BSB308,0,0,True
T3XLSSLH223NSST,0,1,False
BM410270,0,1,False
BM420161,0,1,False
CAT-SPP05,0,0,True
HPJAG-8mm,0,3,False
S5C60382,2,0,False
T3XHS708NSST,0,1,False
T3XSVSS7MMRMNS,0,1,False
6438053100172,15,0,False
D61435,0,2,False
TS132-07238-079K/3XL,2,1,False
TS221-07238-070H/L,0,0,True
GUF7-2508-832/L,0,1,False
TRG22DTSPRB260,0,0,True
UB508,0,0,True
UB3017,0,0,True
UB550,0,0,True
UB254,0,0,True
TS004-TIKKA-0999/4XL,0,1,False
MT22-7102-0140/L,1,2,False
TRG42STEALTH338LMNSMB,0,3,False
SW400-350-AF,0,2,False
T3XHSF223NSST/8,0,2,False
UB2020,0,2,False
8033854399787,0,0,True
7350049400174,1,8,False
T3XVSS223NSMT/20,0,1,False
T3XSP223/12NSMT/20,0,2,False
DT11LGSDTL30OCHP,0,0,True
SKQUAD17HMRNS,0,7,False
692T30LH,0,0,True
GIU20GAGSGAL28MC,0,1,False
UB502,0,1,False
UB540,0,1,False
BC88917539,0,2,False
SILVPIGI20GA30MCLH,0,1,False
C61649,1,2,False
HPJAG-35Cal,0,0,True
T3XCTRLH6.5CMNSMT,0,0,True
T3XVSS6.5X55NSST,0,2,False
UB3021,0,1,False
UB528,0,2,False
UB857,0,3,False
FRAAFFINITYCA26MC,0,1,False
AP-200224,0,2,False
BRLS682EXT32OCBL,0,2,False
692T32LHAS,0,0,True
STN2324,0,1,False
T3XCTRSSLH6.5CMNSMT,0,0,True
695F30OCHPLH,0,2,False
C61301,0,3,False
FO35-0020-99,0,1,False
GU94-5015-857/XXL,0,2,False
GUF7-2508-716/XXXL,0,2,False
CAT-FXB01,6,2,False
UB909,0,2,False
082442009575,0,2,False
7350004383115,0,1,False
F0102902,0,3,False
BRLS682ESP32OCBL,0,2,False
E73023,0,0,True
UB3008,0,1,False
FO081-L0092-0889,0,3,False
SW338-210-SCII,0,0,True
T3XVSS260NSST,0,0,True
UB614,0,0,True
UB291,0,0,True
T3XSLSS22250NS,0,0,True
T3XVSS222NS,0,0,True
SO6EELL28M/FINLET-87A,1,0,False
GUX10-3041-0715/3XL,7,0,False
BO200011,0,0,True
SILVPIGICL20GA30MCLH,0,0,True
UB264,0,0,True
S16062017CB,0,0,True
AP-12228-ACC,0,0,True
C61651,1,0,False
GT031-02113-076N/M,0,0,True
BRLAL391URTR30BL,0,4,False
029057300017,11,0,False
HSBIPODFIXED/M,3,0,False
7350049400082,1,0,False
UB4002,0,0,True
UB985,0,0,True
UB341,2,0,False
S5740331,7,0,False
TOC-BRT-79250,0,0,True
8033854500343,0,0,True
AP-12192-ACC,0,0,True
500586,2,0,False
BC-35187,0,0,True
HPB/BRUSH-270,0,0,True
HPCLEAN-5mm,0,2,False
UB4011,0,1,False
UB2101,0,0,True
7350004384686,6,0,False
000381106353,41,0,False
082442838854,0,0,True
4015649000348,1,0,False
T3V270NS,0,0,True
UB279B01,0,0,True
HPB/BRUSH-203Cal,0,0,True
SKA7PDT300WSMNS,0,0,True
SKFFII17HMRNSST,0,0,True
SKFFII22LRNSMTST,0,0,True
C60562,0,0,True
BS30-112-58,0,0,True
LU20-7561-0078/XL,12,1,False
TS71-7294-0038/S,0,2,False
A2645122100000,0,0,True
UB3037,0,0,True
UB144,0,0,True
029057480221,0,0,True
500594,0,0,True
E73024X6,0,0,True
JG712S01XXL,0,0,True
STN5119,0,0,True
000381205117,58,0,False
TRGM10338LM/27,0,0,True
SKA7PB270NS,0,0,True
SKA7RG6.5CMNSST,0,0,True
STNM8788,0,0,True
APX9MMAUS-17RD,0,0,True
LU20-7561-0078/2XL,7,0,False
BC-34787,0,0,True
BM420167,0,5,False
486SXS26OCEG,0,1,False
UB436,0,0,True
GR7062,0,0,True
E73006,1,0,False
4015649000591,0,0,True
T3XVSS2506NS,0,0,True
082442158877,1,0,False
C62074V,16,0,False
SKQUAD17HMRWS,0,0,True
DT11T30BT,0,0,True
S16062022CB,2,0,False
T3XHF6.5CMNS,1,0,False
C52849,0,0,True
GT041-2113-059S/S,0,0,True
BC-38102,0,0,True
000381003447,0,0,True
MATOLTR,0,0,True
UB348,0,1,False
UB2015,0,2,False
690BLKT30AS,0,0,True
T3XCTRA308NSMT,0,0,True
051057280303,0,0,True
SILVPIGICLSP28OCHP,0,1,False
UB040,0,0,True
UB478,0,0,True
UB411M08,0,2,False
HPMOP-20GA,0,0,True
MATTESADTELBOARD,0,1,False
728028164084,0,1,False
T3XLAMSS223NSMT/20,0,1,False
T3XLSSLH6.5CMNS,0,12,False
D61394,0,1,False
A400LIGHT26OCHPKO,0,1,False
C61600,0,0,True
BS26-3550-75,0,1,False
T3XL308NS,65,1,False
T3XV270WSMNS,0,1,False
T3XHSF2506NS,0,0,True
AP-200226,0,1,False
C95203,0,1,False
730412000045,25,0,False
X5SYCOMBO/4.5,0,0,True
UB441,5,2,False
BM420180,0,0,True
BO200867,0,0,True
UB1310,0,2,False
8033854492679,0,2,False
TRG22GSPRB308MB,0,2,False
UB103,2,2,True
UB297,0,2,False
STG33193,4,1,False
SW9.3MM-250-AF,0,1,False
T3XLSS6.5CMNS,0,0,True
TS431-T0962-0915/L,0,0,True
BC-34710,0,0,True
BM420080,203,0,False
CAT-SW05/C,0,0,True
S16062014,1,0,False
UB219,0,1,False
UB2604,0,1,False
BC003-TIKKA-0858,0,4,False
T3XVSSLH243NS,0,1,False
F0103102,0,4,False
A400UNICO26OCHPKO,0,0,True
UB280,0,0,True
UB229,0,0,True
SKA7SS270NS,0,3,False
SILVPIGI28GA30MCLH,0,3,False
SILVPIGICOMBO28410GAMC,0,0,True
UB924,0,0,True
BSA2-189-700,0,3,False
CU55-2295-0715/2XL,8,1,False
C62414,0,23,False
S5AA0389,0,2,False
6438053087534,0,1,False
6438053107393,0,2,False
C53692,0,1,False
A300WOOD30MC,0,1,False
A400LIGHT26OCHP,0,1,False
BS34-112-85,0,0,True
UB679,0,4,False
UB684,0,4,False
UB9062,0,2,False
000381260185,0,4,False
T3XLSSLH22250NS,0,1,False
8033854213748,0,1,False
STG31179,0,9,False
BO201018,0,12,False
KZ-105,3,2,False
SW308-180-AF,0,2,False
T3XLLH6.5CMNS,3,1,False
A350XTREMACAMO30OCHP,0,0,True
A400ACTION20GA28OCHP,0,0,True
BS92-12-99,2,0,False
BSG6-2752-070M,3,0,False
PU2A-TIKKA-0846/M,0,7,False
209520,0,0,True
190019005612,0,1,False
114TIKKA_9MM,0,0,True
T3XH223NS,47,2,False
HPHCH16,0,0,True
T3XCTRSS6.5CMNSMT/24,8,1,False
SKQUADVW17HMRNSMT,1,0,False
692SP32RNDAS,0,3,False
UB453,0,0,True
UB934,0,0,True
UB608,0,0,True
UB127,0,1,False
730412000564,0,1,False
6438053049068,58,4,False
082442807997,4,0,False
7350004381975,0,2,False
8033854500510,0,5,False
CU55-2295-0715/XL,10,2,False
CUH8-3041-0715/S,3,1,False
SKA7PSDT6.5CMNS,0,1,False
BEN828UBLK28MC,0,0,True
TS002-TIKKA-0999/4XL,0,0,True
T3XL300WSMNS,0,5,False
C62143,3,1,False
BS46-116-56,0,1,False
TS132-07238-079K/2XL,2,1,False
UB906,0,8,False
UB893,0,7,False
TIKKA18056,164,0,False
C58549,0,10,False
8033854174599,0,0,True
SKA7RB308NSMT,0,0,True
UB885,0,0,True
BM410291,17,0,False
CAT-PH01-SS-20MOA,0,0,True
STNM87000020,0,0,True
T3XHSF6.5X55NSST,0,0,True
UB243,0,0,True
T3XLSS260NS,0,0,True
GU05-3090-0741/3XL,0,0,True
MT23-7102-0905/XL,0,1,False
BC-35309,0,0,True
X10SYCOMBO/4.5,0,2,False
GIU20GAGS28MCLH,0,19,False
UB316,0,37,False
UB397,0,0,True
STG33210,0,7,False
S5850370,12,0,False
UB394,0,1,False
BC-35560,0,0,True
BC-37032,0,0,True
CAT-BA17,2,10,False
CAT-SB02-30-MED,0,20,False
S1321900,133,0,False
000381200846,159,2,False
BEN828USILVER28MC,0,0,True
T3XLSSLH223NS,0,2,False
T3XHFLH308NS,3,5,False
C53185,0,1,False
840229100644,0,2,False
X10WCOMBO/4.5,0,0,True
S574R405,0,1,False
OE-CHP-25,0,0,True
743404301129,27,11,False
CU57-2289-0715/S,18,61,False
AP-200258,0,0,True
C60391,0,0,True
DT11LGSSP30OCHPINLET,0,3,False
BC-41140,0,0,True
CAT-PH14-SS,0,3,False
SKQUAD22LRWS,0,1,False
TRG22STEALTH308NS,0,0,True
TRGM10308/20,0,7,False
UB4465,0,20,False
000381010421,0,2,False
000381109910,2,0,False
082442192567,0,2,False
SKQUADVW22LRNSMTST,0,0,True
SKQUADVW22WMRNSST,0,9,False
486SXS28OCPG,0,2,False
UB839,0,0,True
BSL4-0189-054V,0,9,False
TS122-07238-013F/XL,2,8,False
730412000397,11,0,False
000381205858,7,0,False
SKQUADHP22WMRNSST,0,5,False
UB4051,0,3,False
HSBIPODTAC,0,4,False
FO90-CUST-706,0,0,True
UB858,0,12,False
T3XCASS223NS/8,0,6,False
T3XVSS7MMRMNS,0,4,False
BM420034,0,7,False
051057900799,0,1,False
SKQUADCOMBONS,0,10,False
GUX10-3041-0715/S,3,25,False
CAT-PH28-20MOA,1,1,True
OE-CQ-30,4,1,False
T3XSP260NSMT/24,0,4,False
6438053107324,2,0,False
E00307,0,0,True
E62136,8,0,False
UB159,0,10,False
UB211,0,10,False
ST977,0,0,True
743404201221,0,8,False
T3XL223WS,0,3,False
051057900430,0,12,False
8033854276545,0,1,False
VBSR900,0,5,False
BM410236,0,5,False
BM410322,1,6,False
CAT-SBB03,0,11,False
FRASLPAD2V,82,10,False
T3XHF300WSMNS,3,10,False
KZ-701-180,4,0,False
C61308,7,0,False
GUX9-2092-076C/L,9,0,False
FW012-T1098-0521/2XL,0,0,True
GT031-02113-076N/3XL,0,18,False
S687EELLCLGS20GA30MC,0,0,True
UB150,0,8,False
S118K104,0,6,False
T3XLAS308NS,5,0,False
8033854500602,0,0,True
SKQUADHP22LRNSMT,0,5,False
692SP30LH,0,16,False
UB8057,0,4,False
CAT-PH02,0,2,False
CAT-PH10-SS-20MOA,2,6,False
SC41/300/30.06,0,0,True
UB4467,0,8,False
000381003300,0,2,False
T3XFOR243NS,0,1,False
BSL2-0189-054V,0,10,False
C85886,0,2,False
BM410246,0,1,False
BO300245,1,1,True
X10SY/4.5,0,1,False
7232740335,1,1,True
C55673,0,3,False
SKA7S300WSMNS,0,3,False
VBSR005-22,0,6,False
SW8MM-200-AF,0,0,True
190019003984,13,1,False
GUF7-2508-716/XXL,0,4,False
BO200309,0,7,False
RC3STEEL32GM3,0,5,False
SKA7PDT270NS,0,4,False
TRGM10300WM/27-FS,0,0,True
DT11EELLT30INLET,2,3,False
C61913,22,4,False
E62129,0,2,False
GUC5-5086-0741/XL,23,10,False
CU41-6211-083D/56,0,2,False
GUF7-2508-716/XL,0,6,False
082442756394,0,4,False
T3XSVSS6.5X55NS,0,2,False
DT11LGSSP30OCHP,0,1,False
C52600,0,2,False
T3XCTRSSLH6.5CMNSMT/24,5,2,False
DT11BLKT30RNDLHAS,0,2,False
UB914,0,2,False
UB424,0,1,False
UB488,0,2,False
UB401N00G13,0,3,False
UB8005,0,4,False
WA2040,0,0,True
SKA7SS308NS,0,0,True
8033854415609,0,0,True
SILVPIGI20GA26MC,0,0,True
UB538,0,1,False
CAT-PH12-20MOA,17,2,False
SKA7PB3006NSST,0,5,False
SW500-570-AF,0,8,False
S585B375,22,0,False
BC77-2909-0340,0,0,True
TS71-7294-0038/XL,0,0,True
C85956,0,4,False
CAT-PH02-20MOA,0,5,False
HPMOP-410GA,0,1,False
OE-WX-10C,4,1,False
TS004-TIKKA-0999/L,0,2,False
T3XB308,3,3,True
029057343151,0,0,True
AP-G0034,0,3,False
C55344,0,1,False
7232740009,0,2,False
8033854618260,0,2,False
UB455,1,1,True
T3XVSS222NSST,0,3,False
BM410328,8,2,False
BM420069,0,0,True
KZ-201-10-L-BR,14,10,False
KZ-DA-301-8-L-B,0,1,False
FO29-15-99,0,3,False
C41640,0,1,False
E01806,22,2,False
GL60-5015-857/S,0,1,False
TS421-T0962-0504/M,0,3,False
T3XHSF300WSMNS,6,0,False
T3XVLH300WMNS,0,0,True
T3XCTRSS260NSMT,0,1,False
DT11XT30OCHPLHBTAS,0,2,False
C61403,4,0,False
SL07-20-85,0,0,True
UB1012,0,0,True
UB239,0,2,False
UB278,0,1,False
T3XLLH338WMNS,0,0,True
SKQUADHP22LRNS,0,1,False
SILVPIGI26MC,0,2,False
UB4533,0,2,False
840229101856,0,2,False
T3XLLH2506NS,0,2,False
S1A069756,0,0,True
T3XVSSLH3006NS,0,2,False
7350004382576,0,0,True
DT11BLKSP30RNDAS,2,0,False
BT15-9190-0911,0,4,False
GU8V-2295-0715/3XL,0,2,False
BC-33916,0,0,True
051057281188,0,0,True
UB277,0,0,True
P680058DV,0,2,False
UB529,0,0,True
000381010537,1,0,False
BC-36625,0,0,True
T3XSLSS222NS,0,4,False
T3XV260NS,0,3,False
FU022-T1098-0521/L,0,0,True
TS71-7294-0100/2XL,0,1,False
GT041-2113-059S/L,0,0,True
8033854500336,0,2,False
S687EELLCLGS30MC,0,2,False
UB070,0,2,False
UB9080,0,2,False
T3XH308NSST,0,1,False
BM410293,0,1,False
OE-PSR-M,12,0,False
S5AA0382,0,0,True
UB543,0,1,False
UB206,0,0,True
T3XCTRSS243NSMT,0,2,False
AP-12205-ACC,0,1,False
MT24-7238-0540/2XL,0,3,False
TS011-07238-0504/3XL,0,1,False
000381201621,0,0,True
4015649000409,0,0,True
S1323900,120,2,False
SILVPIGI28GA30MC,0,2,False
SILVPIGICL20GA28MC,0,1,False
SW224-62-SCII,0,2,False
SW375-300-AF,0,1,False
UB917A00,0,2,False
TS072-07238-013F/M,1,2,False
FOL8-0189-054V,0,3,False
BC-34805,0,3,False
S1185103,1,2,False
TRG22BSB308MB,0,3,False
000381002617,0,3,False
BENDUCADIMONTE24,0,0,True
E02047,0,2,False
692BLKT32RNDLH,0,1,False
E62130,2,1,False
BSL3-0189-054V,0,1,False
UB498,0,0,True
UB555,0,2,False
UB875,0,1,False
UB222,0,2,False
6438053091234,17,0,False
T3XLAMSS222NS,0,0,True
SKQUADV22WMRNS,0,0,True
UB460,0,0,True
UB462,0,2,False
T3XLLH223NS,15,0,False
T3XLAMSS300WMNS,2,0,False
BC-47322,0,4,False
BO200433-FF,0,1,False
HPJAG-16GA,0,0,True
000381851222,7,0,False
DT11DTL30OCHP,0,1,False
C62052,1,2,False
GL53-0352-0504/XXL,0,2,False
GUF2-2289-0715/L,6,1,False
029057230352,0,11,False
SKA7RB300WMNSMT,0,3,False
UB982,0,1,False
UB327,0,0,True
UB674,0,0,True
SE-XPD-S,26,0,False
SW6.5MM-120-AF,0,10,False
TOC-SMT-91100,0,2,False
UB401G27SET11A4116002,0,29,False
BC-35648,0,0,True
BC-33025,0,22,False
BM410321,5,0,False
MATTESROSSP220V,0,0,True
UB833,0,1,False
T3XHF270NS,4,0,False
E53686,12,0,False
AP-200184,0,3,False
A400LIGHT30OCHP,0,0,True
BC-24121,0,0,True
037084303567,6,16,False
8033854492693,0,0,True
X10SY/5.5,0,1,False
7350004382125,0,4,False
AP-200026,0,8,False
BRLS682ESK28BL,0,0,True
BC-33933,0,0,True
BC-35825,0,0,True
GIU20GAGS28MC,0,0,True
7350049400396,7,0,False
T3XV300WSMNS,0,4,False
T3XFOR300WMNS,0,18,False
T3XSVSS223/8NSMT/20,0,41,False
029057300024,3,0,False
000381205216,19,3,False
96A1-10RD,0,13,False
UB3018,0,1,False
TRG22GSPRB260MB,0,9,False
S5C60385,1,0,False
STNM8706-5.56,0,0,True
S54065187,0,2,False
DT11BLKSP32RNDAS,0,4,False
DT11XT30OCHPBTAS,0,0,True
SL05-14-75,0,5,False
BC44-3041-0741/L,0,0,True
000381106155,1,0,False
FRAPH04,6,8,False
UB8014,0,9,False
082442051451,0,8,False
C71235,1,6,False
TS004-TIKKA-0999/S,0,0,True
T3XLSS708NS,0,4,False
D61432,0,3,False
SKA7PSB308NS,0,0,True
SKQUADR22LRNSSTMT,0,1,False
UB3030,0,8,False
UB3034,0,0,True
7350004381241,0,5,False
TOC-SMT-91199CUSTOM,0,2,False
UB4471,0,7,False
TRG22BSB6.5CM,0,21,False
STNM8706-7.62,0,4,False
SW270-130-AF,0,2,False
SW308-200-AF,0,0,True
T3XCASS308NSST,0,10,False
FO53-189-501,0,5,False
HPH20,0,3,False
HPHFR18,0,5,False
T3XL223NS,95,0,False
T3XSVSS708NS,0,0,True
XATACCOMBO/5.5,1,6,False
692SK28.75OCHPAS,0,2,False
C54550,0,0,True
GU05-3090-0741/2XL,9,0,False
BC88917579,0,0,True
8033854500411,0,0,True
692T32,0,3,False
UB401N00,0,2,False
CAT-PH36-SS-20MOA,4,2,False
S574Z290,0,1,False
SW9.3MM-300-AF,0,2,False
UB2010,0,2,False
T3XLSS7MMRMNS,0,0,True
D61399,0,4,False
AP-200338,0,3,False
BC48-5015-857/S,0,0,True
GU05-3090-0741/L,12,0,False
000381205780,2,5,False
S687SPIIXT30MC,0,3,False
UB345,0,30,False
T3XVLH6.5CMNSST,0,5,False
690BLKT32,0,1,False
CKB20,0,10,False
S152F964,4,20,False
SC94C,0,80,False
UB411N00L01G16,0,12,False
MT24-7238-075P/2XL,7,9,False
BC-35562,0,3,False
CAT-PH14-SS-20MOA,1,3,False
RA6107-4106-002-059/NERO,0,15,False
730412000083,52,6,False
STN5226,4,6,False
8033854396366,0,12,False
7350004383184,0,5,False
SP-4002S,0,19,False
T3XHLH243NS,0,4,False
C60553,1,39,False
C61467,2,20,False
PU2A-TIKKA-0846/ 3XL,0,5,False
MT24-7238-0540/L,0,38,False
486SXS20GA28MCEG,0,40,False
SILVPIGI20GA28MC,0,0,True
UB251,0,7,False
UB2045,0,5,False
T3XBL300WM,0,3,False
082442009582,0,20,False
BRLDT11SP32OCHP,0,40,False
C61306,5,0,False
GT031-02113-0999/2XL,0,375,False
BC-33170,0,3,False
CAT-PH10,2,2,True
CAT-PH13-SS-20MOA,2,7,False
KZ-301-6-L-BR,8,20,False
SW375-270-AF,0,0,True
SKA7PSDT270NSST,0,3,False
UB400,4,0,False
UB534,0,8,False
UB1004,0,4,False
FO90-FRANCHI-CAMO,1,6,False
7MACCHWING,0,3,False
T3XVSS300WMNSST,0,8,False
CAT-PH31,58,4,False
T3XCTR6.5CMNSMT,0,4,False
690BLKSP32OCHP,0,0,True
LU20-7561-0008/L,3,4,False
GUG5-2066-0846/50,0,3,False
CAT-PH37,3,4,False
SKQUADR22LRNSST,0,0,True
T3H270WS,0,18,False
STG33207,14,5,False
BC-15111,0,0,True
CAT-PH02-SS-20MOA,0,0,True
OCA1-0002-0504,0,0,True
OCA1-0002-0999,0,4,False
TS082-07238-079K/S,1,2,False
GT021-02113-034V/XL,0,12,False
692SP28RNDLH,0,9,False
UB412,0,1,False
8033854398674,0,3,False
C53661,0,6,False
A400ACTION26OCHP,0,8,False
C6A082,1,8,False
X5WCOMBO/5.5,0,1,False
UB3003,0,13,False
690BLKSP30OCHP,0,13,False
TS004-TIKKA-0999/XL,0,27,False
T3XHLH243NSST,0,17,False
T3XSLSS22250NSST,0,0,True
000381102690,1071,4,False
082442092010,0,8,False
TS011-07238-070T/2XL,0,22,False
C89028,0,1,False
BM410225,0,13,False
SKFFII22LRWS,0,0,True
SKQUADR17HMRNSMT,0,0,True
UB3005,0,7,False
UB903,0,12,False
T3XV6.5CMNSST,0,2,False
T3XBL308,2,6,False
000381859655,4,0,False
D61437,1,0,False
JG703S50M,0,4,False
FO83-28-56,0,4,False
FOF1-0490-0846,0,4,False
730412000335,1,4,False
X50SY/4.5,0,0,True
6438053048887,16,0,False
UB683,0,4,False
BEN828UBLK26MC,0,4,False
BC-33936,0,3,False
BM420321,0,5,False
SKA7RB6.5CMNSMT,0,10,False
STN2321,0,11,False
SW458-500-AF,0,0,True
T3XHS223NS/8,1,0,False
T3XCTRSS708NSMT,0,0,True
840229103393,0,2,False
BEN828USILVER26MC,0,2,False
FW012-T1098-0905/L,0,2,False
SKA7SS243NS,0,0,True
UB102,1,0,False
UB218,0,0,True
UB296,0,2,False
BM420085,5,2,False
000381010452,0,0,True
CAT-SW05/B,0,0,True
SKA7PSB3006NS,0,0,True
B6-2440AO,0,0,True
S54065103,7,1,False
8033854491634,0,2,False
A300SYNTH28MC,0,2,False
BC-14145,0,0,True
BC-33344,0,0,True
BM420051,0,1,False
643805304975,0,5,False
SE-XPR-P,10,30,False
008244208367,5,15,False
BSG9-2752-070M,0,20,False
UB442,0,10,False
UB927,0,9,False
UB639,0,40,False
UB9063,4,0,False
UB8012,0,8,False
92A1-17RD,0,75,False
UB607,0,0,True
UB884,0,6,False
7350004383399,0,0,True
STN2001,0,13,False
B4-1650AO,0,0,True
UB349C00,0,0,True
T3XFOR223NS,8,0,False
T3XHSF3006NS,5,39,False
VP37-17-58,16,35,False
BC-35690,0,1042,False
CAT-PH31-SS-20MOA,0,208,False
SKA7SS22250NS,0,340,False
UB450,0,10,False
UB3032,0,0,True
UB484,0,9,False
SW6.5MM-130-SCII,0,358,False
STN1204,0,368,False
HPB/BRUSH-338Cal,0,0,True
082442874746,1,75,False
GT031-02113-0945/M,0,0,True
BC-34032,0,15,False
BC-34617,0,267,False
29057411669,0,0,True
BSPCOLL25-SAMPLE,0,3,False
UB317,0,53,False
UB234,0,0,True
UB8009,0,22,False
T3XSLSS223NS,21,0,False
T3XV7MMRMNS,0,410,False
NANO9MM,0,8,False
UB4464,0,8,False
UB400N00,1,0,False
UB283,0,0,True
SC41/300/243,0,0,True
T3XCTRSS308NSMTST,0,3,False
T3XLC308NSST,0,3,False
UB410N00G37001,0,0,True
CK01-0050-09,0,4,False
GL53-0352-0504/XS,0,7,False
BM410290,13,1,False
SKA7S22250NS,0,0,True
UB244,0,8,False
840229101788,3,0,False
T3XHSF270NS,7,0,False
T3XHSF308NS,12,0,False
F0103002,0,8,False
SL18-189-730,0,1,False
6438053049037,36,0,False
STN5408,0,0,True
X5WCOMBO/4.5,0,0,True
TRG42GSPRB300WM,0,0,True
TRGM10338LM/27MB-FS,0,0,True
S1A069758,0,5,False
6438053048542,1,2,False
T3XVSS223NS,0,0,True
T3XSVSS300WMNS,0,1,False
SKA7RG6.5CMNS,0,1,False
BC-34210,0,2,False
CAT-PH15-SS-20MOA,0,5,False
690SPIII32OCHP,0,53,False
690SPIII32OCHPLH,0,0,True
692T32LH,0,0,True
UB038,0,0,True
TS003-TIKKA-0990/3XL,0,0,True
T3XB9.3X62,1,0,False
381200686,0,0,True
S1183105,0,0,True
TRG22GSPRB308,0,0,True
SKQUADV22WMRNSMT,0,0,True
UB337,0,0,True
SW35-250-AF,0,0,True
AP-200223,0,1,False
BENMP90SWC22RH,0,0,True
BC-35403,0,0,True
BC-37213,0,0,True
